City,Area,Bedrooms,Price
Lucknow,1836.0,3.0,69.84
Lucknow,860.0,2.0,50.54
Ahmedabad,1443.0,3.0,80.99
Lucknow,1322.0,4.0,70.09
Jaipur,941.0,5.0,81.57
Kolkata,1794.0,3.0,90.28
Hyderabad,1696.0,2.0,88.75
Jaipur,1915.0,3.0,73.69
Hyderabad,1772.0,5.0,104.46
Jaipur,1304.0,2.0,66.06
Lucknow,1547.0,2.0,67.06
Kolkata,1432.0,3.0,83.49
Pune,937.0,2.0,87.53
Bangalore,778.0,5.0,104.6
Chennai,1447.0,4.0,95.52
Kolkata,1338.0,1.0,87.35
Pune,1165.0,4.0,102.26
Delhi,1263.0,4.0,95.2
Jaipur,2007.0,,
Delhi,428.0,3.0,83.3
Pune,1555.0,1.0,83.04
Kolkata,1637.0,1.0,70.08
Jaipur,1687.0,3.0,81.64
Chennai,748.0,1.0,69.73
Lucknow,1182.0,4.0,78.94
Jaipur,1162.0,4.0,80.38
Jaipur,1416.0,1.0,59.61
Kolkata,848.0,1.0,67.82
Kolkata,1451.0,2.0,71.42
Pune,946.0,4.0,93.55
Mumbai,1180.0,3.0,101.8
Jaipur,1838.0,,
Bangalore,1636.0,3.0,98.91
Jaipur,1349.0,2.0,75.28
Pune,743.0,2.0,78.95
Hyderabad,1432.0,2.0,92.83
Delhi,1459.0,3.0,83.18
Lucknow,460.0,3.0,56.39
Mumbai,1440.0,2.0,116.42
Chennai,869.0,2.0,76.86
Chennai,708.0,3.0,85.75
Chennai,851.0,2.0,73.78
Kolkata,435.0,1.0,76.29
Chennai,1136.0,2.0,79.89
Lucknow,897.0,2.0,52.72
Delhi,1756.0,,
Chennai,1156.0,1.0,70.65
Jaipur,1012.0,4.0,68.74
Jaipur,662.0,1.0,48.24
Kolkata,1128.0,3.0,76.89
Lucknow,1841.0,4.0,81.23
Delhi,1918.0,1.0,96.92
Mumbai,1154.0,2.0,105.98
Pune,1272.0,2.0,87.61
Delhi,1581.0,2.0,90.58
Pune,889.0,3.0,86.09
Hyderabad,1447.0,2.0,77.15
Pune,2246.0,1.0,91.42
Bangalore,,5.0,
Jaipur,1593.0,3.0,76.64
Lucknow,1837.0,1.0,64.67
Ahmedabad,1661.0,2.0,76.75
Kolkata,1198.0,1.0,71.83
Bangalore,828.0,1.0,87.42
Pune,1246.0,1.0,75.09
Chennai,912.0,3.0,78.01
Lucknow,1187.0,2.0,54.57
Bangalore,951.0,4.0,100.89
Kolkata,1144.0,2.0,77.72
Jaipur,705.0,3.0,66.59
Lucknow,1022.0,1.0,57.12
Kolkata,1462.0,3.0,91.64
Hyderabad,1563.0,2.0,73.19
Hyderabad,1476.0,2.0,80.34
Kolkata,1149.0,4.0,82.59
Bangalore,1349.0,1.0,84.07
Lucknow,2077.0,4.0,84.23
Bangalore,1011.0,3.0,95.01
Mumbai,,,
Pune,722.0,5.0,98.3
Mumbai,616.0,2.0,105.64
Hyderabad,1241.0,2.0,82.57
Jaipur,1285.0,4.0,74.34
Delhi,847.0,5.0,96.71
Pune,1168.0,2.0,88.5
Hyderabad,1461.0,3.0,85.27
Bangalore,910.0,2.0,89.99
Bangalore,1706.0,3.0,101.91
Bangalore,1750.0,1.0,100.22
Jaipur,1798.0,2.0,69.32
Mumbai,936.0,1.0,87.25
Delhi,,2.0,
Bangalore,1230.0,,
Ahmedabad,1191.0,2.0,67.84
Pune,1169.0,3.0,85.64
Lucknow,1602.0,,
Ahmedabad,1544.0,2.0,67.91
Delhi,950.0,2.0,93.55
Jaipur,843.0,1.0,57.14
Delhi,804.0,2.0,81.42
Lucknow,948.0,2.0,60.55
Pune,1638.0,1.0,82.44
Lucknow,1357.0,3.0,66.94
Kolkata,1670.0,3.0,92.72
Pune,619.0,2.0,79.96
Delhi,1409.0,3.0,94.39
Bangalore,,3.0,
Delhi,1780.0,3.0,97.27
Delhi,1136.0,3.0,83.76
Pune,1108.0,2.0,86.03
Kolkata,1902.0,4.0,99.56
Delhi,1231.0,1.0,86.17
Ahmedabad,1370.0,2.0,69.29
Hyderabad,1490.0,3.0,79.17
Chennai,632.0,4.0,85.04
Chennai,1316.0,1.0,83.82
Delhi,801.0,1.0,79.8
Ahmedabad,1264.0,2.0,70.69
Bangalore,1182.0,2.0,94.68
Jaipur,1097.0,4.0,74.28
Jaipur,1550.0,5.0,85.19
Pune,1338.0,1.0,83.83
Chennai,875.0,1.0,70.55
Delhi,862.0,4.0,91.28
Jaipur,1636.0,,
Delhi,1284.0,2.0,84.4
Pune,730.0,2.0,71.4
Chennai,1133.0,2.0,74.87
Lucknow,1237.0,,
Hyderabad,806.0,2.0,81.65
Hyderabad,1045.0,,
Jaipur,1667.0,3.0,73.31
Hyderabad,2295.0,3.0,86.83
Lucknow,1421.0,4.0,84.09
Delhi,758.0,4.0,97.21
Pune,1212.0,2.0,82.91
Lucknow,1348.0,3.0,66.52
Pune,1614.0,3.0,91.33
Pune,,4.0,
Chennai,1845.0,2.0,89.56
Delhi,1299.0,2.0,89.98
Ahmedabad,1307.0,3.0,80.84
Hyderabad,544.0,3.0,76.41
Ahmedabad,894.0,2.0,73.18
Chennai,755.0,2.0,75.11
Pune,963.0,3.0,88.63
Jaipur,839.0,2.0,53.79
Hyderabad,866.0,1.0,68.41
Hyderabad,1735.0,,
Delhi,530.0,1.0,69.71
Kolkata,1220.0,1.0,67.91
Mumbai,1645.0,4.0,120.31
Mumbai,1179.0,2.0,94.82
Mumbai,1830.0,2.0,109.46
Kolkata,1060.0,3.0,86.96
Delhi,2000.0,1.0,95.15
Kolkata,672.0,2.0,82.26
Mumbai,1831.0,1.0,103.47
Chennai,942.0,2.0,82.1
Lucknow,1877.0,4.0,80.06
Pune,1112.0,4.0,95.0
Kolkata,1741.0,2.0,84.36
Delhi,1809.0,2.0,86.81
Delhi,1068.0,1.0,81.91
Ahmedabad,1708.0,2.0,83.92
Lucknow,1288.0,4.0,76.09
Jaipur,714.0,4.0,69.35
Hyderabad,,1.0,
Mumbai,893.0,2.0,89.9
Jaipur,1038.0,2.0,68.01
Ahmedabad,942.0,4.0,66.43
Mumbai,1451.0,2.0,98.61
Lucknow,905.0,,
Ahmedabad,809.0,5.0,76.31
Mumbai,882.0,4.0,112.65
Lucknow,1016.0,2.0,57.17
Bangalore,1498.0,1.0,83.06
Jaipur,1663.0,2.0,69.15
Jaipur,1657.0,1.0,65.11
Hyderabad,1286.0,3.0,86.8
Lucknow,1275.0,3.0,64.9
Kolkata,1226.0,,
Bangalore,1477.0,1.0,91.38
Chennai,1747.0,3.0,90.94
Mumbai,1239.0,3.0,112.1
Bangalore,1513.0,1.0,101.79
Lucknow,803.0,3.0,63.06
Pune,1641.0,5.0,93.87
Mumbai,1386.0,2.0,103.24
Delhi,886.0,1.0,86.4
Jaipur,1727.0,1.0,65.3
Lucknow,803.0,1.0,53.59
Delhi,390.0,3.0,76.81
Hyderabad,1638.0,3.0,91.83
Ahmedabad,1454.0,3.0,73.1
Chennai,815.0,3.0,88.75
Chennai,1442.0,5.0,95.97
Delhi,1767.0,2.0,84.37
Jaipur,1404.0,3.0,75.66
Hyderabad,2275.0,2.0,88.3
Pune,959.0,2.0,74.48
Jaipur,405.0,4.0,73.2
Bangalore,735.0,3.0,91.05
Chennai,382.0,1.0,74.22
Bangalore,2155.0,,
Mumbai,1298.0,3.0,106.32
Kolkata,2075.0,4.0,98.26
Lucknow,1158.0,3.0,69.55
Hyderabad,937.0,2.0,72.25
Jaipur,,2.0,
Chennai,1141.0,2.0,95.05
Bangalore,1637.0,3.0,110.11
Ahmedabad,1210.0,1.0,67.31
Mumbai,660.0,2.0,107.87
Lucknow,1561.0,3.0,71.94
Lucknow,1635.0,3.0,67.51
Jaipur,1088.0,3.0,77.53
Hyderabad,1037.0,4.0,80.88
Pune,616.0,3.0,78.73
Ahmedabad,1551.0,2.0,74.15
Jaipur,1115.0,4.0,83.28
Bangalore,228.0,,
Kolkata,705.0,2.0,65.39
Delhi,1524.0,3.0,90.22
Pune,1163.0,2.0,77.78
Hyderabad,845.0,,
Mumbai,1321.0,3.0,109.25
Pune,963.0,5.0,94.96
Chennai,1042.0,3.0,82.56
Hyderabad,1192.0,2.0,76.32
Kolkata,1974.0,1.0,87.08
Chennai,1972.0,2.0,85.74
Pune,511.0,1.0,64.8
Delhi,1274.0,2.0,99.2
Delhi,719.0,3.0,87.09
Kolkata,874.0,3.0,80.48
Lucknow,556.0,4.0,61.65
Ahmedabad,952.0,2.0,68.34
Mumbai,822.0,2.0,93.54
Lucknow,1710.0,2.0,61.95
Delhi,963.0,4.0,91.0
Delhi,521.0,4.0,85.28
Bangalore,1298.0,5.0,113.79
Chennai,1229.0,5.0,97.02
Pune,1194.0,5.0,104.71
Mumbai,1543.0,3.0,113.23
Kolkata,1792.0,3.0,101.77
Pune,1188.0,2.0,81.4
Bangalore,1406.0,3.0,95.9
Delhi,1198.0,3.0,94.93
Kolkata,1502.0,4.0,92.91
Delhi,712.0,2.0,80.36
Mumbai,1546.0,4.0,118.43
Chennai,1413.0,3.0,83.16
Pune,916.0,2.0,83.28
Pune,2183.0,2.0,90.12
Lucknow,756.0,4.0,65.86
Kolkata,1431.0,2.0,74.13
Ahmedabad,917.0,2.0,63.84
Bangalore,,2.0,
Ahmedabad,2099.0,2.0,81.55
Lucknow,1610.0,4.0,84.82
Mumbai,1253.0,1.0,89.82
Bangalore,1671.0,2.0,100.38
Chennai,1063.0,3.0,90.32
Ahmedabad,1495.0,4.0,81.71
Chennai,1335.0,3.0,82.4
Ahmedabad,813.0,1.0,56.42
Chennai,1983.0,4.0,103.01
Ahmedabad,1797.0,3.0,77.78
Chennai,957.0,1.0,73.69
Lucknow,1710.0,3.0,63.73
Hyderabad,829.0,4.0,88.61
Bangalore,1485.0,3.0,104.92
Kolkata,1319.0,5.0,88.46
Mumbai,1971.0,3.0,111.79
Jaipur,1432.0,,
Delhi,681.0,1.0,75.16
Kolkata,1707.0,,
Delhi,1123.0,3.0,92.07
Bangalore,1104.0,3.0,101.58
Kolkata,1311.0,3.0,88.98
Chennai,1070.0,3.0,88.16
Chennai,2017.0,3.0,87.3
Jaipur,1622.0,3.0,78.62
Delhi,842.0,3.0,81.66
Mumbai,1008.0,1.0,94.55
Bangalore,776.0,2.0,89.2
Chennai,1687.0,3.0,89.88
Hyderabad,1273.0,3.0,93.43
Lucknow,909.0,2.0,57.66
Lucknow,1928.0,1.0,64.99
Ahmedabad,1501.0,2.0,79.88
Mumbai,1374.0,3.0,104.62
Lucknow,1355.0,3.0,67.19
Ahmedabad,756.0,2.0,71.23
Delhi,1523.0,2.0,92.75
Chennai,1132.0,,
Chennai,1648.0,2.0,78.7
Hyderabad,1555.0,2.0,82.22
Kolkata,1275.0,2.0,71.71
Lucknow,1247.0,1.0,61.61
Delhi,1963.0,3.0,99.84
Pune,765.0,2.0,70.89
Lucknow,1070.0,3.0,56.58
Mumbai,1754.0,3.0,109.0
Kolkata,1894.0,2.0,77.13
Lucknow,1244.0,2.0,59.55
Delhi,1020.0,3.0,92.81
Lucknow,1028.0,4.0,65.62
Mumbai,,5.0,
Pune,2100.0,4.0,100.35
Bangalore,1240.0,3.0,98.98
Jaipur,1485.0,4.0,71.86
Pune,1490.0,2.0,91.66
Ahmedabad,1893.0,,
Lucknow,1132.0,2.0,59.64
Chennai,1160.0,1.0,73.72
Hyderabad,1632.0,1.0,79.56
Chennai,582.0,2.0,74.56
Pune,1896.0,2.0,88.5
Chennai,1995.0,2.0,101.69
Delhi,1398.0,2.0,93.97
Chennai,924.0,3.0,86.14
Kolkata,1641.0,2.0,82.7
Bangalore,1223.0,3.0,88.97
Lucknow,1356.0,3.0,66.67
Chennai,1387.0,3.0,86.27
Mumbai,1036.0,2.0,105.82
Bangalore,1438.0,1.0,84.35
Bangalore,714.0,2.0,89.38
Chennai,421.0,4.0,80.17
Bangalore,1445.0,1.0,90.84
Hyderabad,1717.0,3.0,87.03
Chennai,1094.0,2.0,82.01
Delhi,1072.0,4.0,96.47
Pune,1559.0,2.0,89.84
Kolkata,1291.0,3.0,88.23
Jaipur,1073.0,3.0,74.18
Ahmedabad,1422.0,2.0,76.75
Bangalore,1302.0,2.0,100.41
Delhi,800.0,1.0,77.31
Lucknow,1256.0,3.0,67.44
Lucknow,1373.0,3.0,63.08
Ahmedabad,1086.0,1.0,61.09
Kolkata,1670.0,2.0,71.49
Bangalore,1493.0,1.0,94.8
Hyderabad,1189.0,1.0,73.01
Ahmedabad,1353.0,2.0,78.7
Kolkata,1149.0,1.0,72.53
Bangalore,1210.0,2.0,88.0
Delhi,1224.0,3.0,84.38
Pune,,3.0,
Hyderabad,1310.0,2.0,74.65
Jaipur,1427.0,2.0,71.68
Lucknow,2284.0,4.0,86.03
Mumbai,1475.0,2.0,105.44
Delhi,,1.0,
Lucknow,643.0,2.0,49.85
Chennai,877.0,3.0,78.69
Mumbai,1100.0,1.0,92.11
Lucknow,1107.0,5.0,78.01
Kolkata,1205.0,2.0,70.87
Hyderabad,1139.0,2.0,82.38
Lucknow,1207.0,3.0,60.94
Jaipur,1131.0,2.0,71.76
Pune,1307.0,2.0,80.11
Kolkata,938.0,3.0,74.66
Delhi,796.0,1.0,81.49
Delhi,1204.0,4.0,97.09
Delhi,1473.0,3.0,95.06
Delhi,852.0,2.0,86.72
Pune,1070.0,2.0,82.78
Lucknow,1241.0,1.0,62.93
Bangalore,1231.0,3.0,94.49
Lucknow,1601.0,3.0,70.96
Chennai,1675.0,4.0,100.46
Hyderabad,1388.0,2.0,88.51
Mumbai,1783.0,4.0,112.86
Bangalore,1152.0,2.0,89.65
Bangalore,1636.0,1.0,91.19
Lucknow,1054.0,4.0,70.58
Bangalore,1418.0,2.0,95.63
Ahmedabad,1557.0,4.0,88.45
Ahmedabad,1322.0,2.0,73.06
Chennai,914.0,2.0,77.14
Mumbai,630.0,3.0,104.83
Jaipur,,3.0,
Pune,1190.0,4.0,91.81
Lucknow,1218.0,4.0,69.11
Pune,1900.0,2.0,85.74
Jaipur,921.0,2.0,70.9
Lucknow,1596.0,3.0,65.68
Lucknow,1004.0,3.0,62.5
Mumbai,1229.0,5.0,120.43
Pune,865.0,2.0,75.35
Ahmedabad,1002.0,1.0,66.05
Delhi,1465.0,3.0,94.6
Pune,1817.0,2.0,78.05
Hyderabad,1469.0,2.0,88.26
Hyderabad,1422.0,3.0,92.2
Lucknow,2319.0,4.0,79.09
Delhi,1524.0,2.0,86.5
Kolkata,926.0,2.0,72.34
Jaipur,626.0,4.0,75.19
Chennai,1451.0,4.0,97.17
Delhi,737.0,2.0,83.73
Chennai,899.0,3.0,88.86
Pune,1421.0,2.0,80.67
Pune,1715.0,4.0,93.84
Chennai,1185.0,3.0,94.12
Jaipur,817.0,2.0,60.24
Delhi,1241.0,4.0,96.08
Kolkata,1191.0,5.0,90.38
Lucknow,1347.0,2.0,61.12
Mumbai,819.0,2.0,97.98
Pune,965.0,3.0,85.31
Hyderabad,,3.0,
Jaipur,1604.0,3.0,85.24
Mumbai,1765.0,2.0,106.64
Kolkata,559.0,2.0,75.99
Bangalore,945.0,4.0,99.62
Lucknow,1696.0,5.0,79.69
Pune,1536.0,4.0,91.67
Lucknow,1462.0,,
Mumbai,1155.0,,
Lucknow,1051.0,3.0,68.15
Bangalore,1312.0,1.0,89.44
Mumbai,1120.0,3.0,105.76
Pune,1511.0,3.0,86.69
Delhi,1314.0,2.0,88.34
Hyderabad,911.0,,
Mumbai,1553.0,1.0,100.36
Ahmedabad,1801.0,4.0,82.11
Bangalore,1828.0,2.0,98.41
Mumbai,1569.0,3.0,103.82
Mumbai,1574.0,2.0,108.67
Ahmedabad,835.0,3.0,73.55
Pune,1031.0,3.0,95.92
Mumbai,1232.0,2.0,96.76
Hyderabad,1537.0,3.0,86.05
Lucknow,1059.0,3.0,64.67
Pune,1177.0,3.0,83.76
Hyderabad,1523.0,1.0,73.18
Pune,1354.0,,
Hyderabad,1433.0,2.0,75.45
Bangalore,988.0,3.0,99.26
Hyderabad,1171.0,1.0,73.29
Chennai,1112.0,2.0,82.78
Hyderabad,1299.0,1.0,77.26
Delhi,1126.0,4.0,97.45
Delhi,1072.0,4.0,98.51
Jaipur,1350.0,5.0,80.96
Chennai,2138.0,3.0,107.14
Chennai,1533.0,4.0,94.8
Lucknow,587.0,3.0,56.74
Chennai,1440.0,2.0,77.77
Lucknow,1094.0,4.0,63.44
Jaipur,923.0,3.0,86.25
Jaipur,1581.0,3.0,76.7
Bangalore,1330.0,4.0,99.78
Delhi,2294.0,4.0,103.5
Hyderabad,1254.0,2.0,83.81
Hyderabad,,2.0,
Ahmedabad,1778.0,3.0,82.85
Ahmedabad,1308.0,1.0,69.35
Kolkata,877.0,4.0,85.01
Pune,947.0,5.0,86.86
Bangalore,1168.0,3.0,103.46
Kolkata,1563.0,3.0,88.38
Kolkata,1808.0,2.0,93.29
Mumbai,1620.0,4.0,119.11
Mumbai,1527.0,4.0,111.43
Kolkata,1738.0,1.0,75.55
Chennai,1548.0,1.0,79.78
Pune,938.0,2.0,79.89
Bangalore,1211.0,3.0,93.91
Kolkata,1093.0,,
Hyderabad,1804.0,2.0,83.08
Pune,918.0,2.0,88.8
Mumbai,925.0,3.0,96.89
Hyderabad,1367.0,5.0,95.85
Mumbai,2071.0,3.0,111.06
Mumbai,1593.0,3.0,109.73
Pune,1716.0,1.0,88.16
Mumbai,857.0,3.0,105.94
Jaipur,1567.0,2.0,78.74
Delhi,855.0,2.0,77.06
Jaipur,1592.0,2.0,63.01
Delhi,671.0,2.0,76.54
Ahmedabad,1164.0,1.0,57.74
Ahmedabad,478.0,3.0,69.99
Mumbai,946.0,1.0,98.48
Bangalore,730.0,3.0,99.18
Bangalore,1560.0,3.0,92.62
Delhi,1337.0,2.0,84.89
Hyderabad,1112.0,3.0,77.15
Pune,1346.0,5.0,95.27
Mumbai,967.0,2.0,102.28
Pune,1428.0,3.0,81.07
Jaipur,1268.0,2.0,61.94
Bangalore,2212.0,2.0,101.84
Chennai,1953.0,1.0,75.16
Jaipur,1676.0,1.0,72.44
Jaipur,1416.0,,
Delhi,1468.0,1.0,94.03
Lucknow,1796.0,3.0,73.55
Jaipur,1415.0,3.0,72.12
Mumbai,1439.0,5.0,113.36
Kolkata,1069.0,3.0,74.77
Kolkata,1025.0,1.0,63.74
Mumbai,1257.0,3.0,109.45
Lucknow,254.0,3.0,63.54
Lucknow,1288.0,4.0,75.42
Delhi,1203.0,3.0,84.47
Bangalore,1651.0,3.0,101.6
Pune,1789.0,3.0,94.06
Lucknow,2328.0,2.0,71.6
Chennai,1531.0,3.0,80.02
Delhi,1360.0,3.0,80.85
Ahmedabad,1073.0,1.0,60.44
Hyderabad,880.0,3.0,77.78
Ahmedabad,,1.0,
Delhi,1289.0,4.0,101.43
Jaipur,1469.0,4.0,81.25
Pune,1307.0,3.0,86.38
Hyderabad,1317.0,3.0,92.83
Ahmedabad,1387.0,4.0,90.98
Hyderabad,1468.0,2.0,85.95
Chennai,1676.0,2.0,84.1
Chennai,807.0,2.0,76.9
Chennai,1534.0,1.0,93.03
Delhi,784.0,5.0,99.17
Pune,1580.0,1.0,89.13
Delhi,1428.0,3.0,92.78
Kolkata,1269.0,2.0,73.0
Jaipur,1284.0,1.0,58.61
Jaipur,,1.0,
Chennai,1736.0,2.0,84.32
Kolkata,1700.0,1.0,86.24
Lucknow,1654.0,4.0,77.75
Lucknow,761.0,2.0,55.45
Chennai,1530.0,1.0,74.67
Ahmedabad,340.0,3.0,69.2
Delhi,,2.0,
Chennai,1749.0,4.0,100.0
Bangalore,721.0,4.0,94.26
Hyderabad,1228.0,5.0,93.2
Jaipur,1861.0,4.0,83.45
Lucknow,1533.0,2.0,58.27
Mumbai,1448.0,3.0,115.24
Lucknow,1278.0,3.0,61.78
Jaipur,1350.0,3.0,83.74
Hyderabad,1049.0,2.0,79.76
Jaipur,1108.0,2.0,68.34
Mumbai,1334.0,3.0,101.41
Chennai,1392.0,1.0,79.97
Kolkata,1236.0,1.0,77.17
Mumbai,405.0,2.0,95.47
Jaipur,1925.0,3.0,79.85
Jaipur,1674.0,4.0,80.41
Bangalore,1218.0,,
Bangalore,1687.0,4.0,104.92
Pune,1156.0,1.0,80.08
Bangalore,1427.0,2.0,101.91
Delhi,530.0,1.0,81.31
Kolkata,1402.0,3.0,84.92
Hyderabad,1187.0,4.0,84.13
Mumbai,1387.0,1.0,97.79
Jaipur,1983.0,3.0,82.07
Pune,1292.0,3.0,92.55
Pune,1116.0,3.0,93.8
Hyderabad,1121.0,1.0,68.21
Kolkata,733.0,2.0,77.55
Mumbai,1461.0,1.0,103.06
Lucknow,1513.0,1.0,66.62
Bangalore,1326.0,3.0,91.97
Chennai,1667.0,2.0,102.69
Pune,1671.0,3.0,88.8
Bangalore,1327.0,2.0,90.09
Bangalore,1534.0,1.0,86.85
Delhi,2169.0,3.0,104.79
Kolkata,971.0,3.0,81.03
Chennai,1609.0,1.0,79.84
Lucknow,1334.0,4.0,80.89
Jaipur,1718.0,2.0,76.16
Delhi,982.0,3.0,87.35
Bangalore,1380.0,1.0,83.52
Bangalore,,2.0,
Ahmedabad,593.0,5.0,74.21
Chennai,1861.0,4.0,101.82
Chennai,1126.0,2.0,69.37
Ahmedabad,963.0,4.0,77.44
Chennai,1069.0,2.0,88.38
Bangalore,2029.0,4.0,112.75
Pune,1824.0,,
Mumbai,1212.0,2.0,99.6
Bangalore,1644.0,4.0,107.75
Delhi,869.0,2.0,82.82
Kolkata,1509.0,2.0,80.34
Ahmedabad,1127.0,2.0,64.67
Lucknow,1474.0,4.0,74.94
Jaipur,750.0,3.0,66.21
Lucknow,,2.0,
Bangalore,1372.0,2.0,90.96
Delhi,1368.0,2.0,86.71
Bangalore,714.0,2.0,91.94
Kolkata,911.0,1.0,70.1
Pune,1469.0,2.0,85.52
Jaipur,1422.0,1.0,66.55
Kolkata,1562.0,,
Ahmedabad,1376.0,3.0,75.88
Ahmedabad,878.0,1.0,55.91
Bangalore,1158.0,4.0,89.5
Delhi,1512.0,1.0,93.85
Kolkata,899.0,3.0,78.25
Hyderabad,849.0,3.0,77.15
Delhi,1178.0,2.0,82.78
Pune,1408.0,4.0,100.64
Ahmedabad,562.0,2.0,73.88
Bangalore,1203.0,2.0,97.04
Chennai,1507.0,4.0,90.89
Ahmedabad,1586.0,4.0,92.28
Jaipur,898.0,3.0,78.12
Mumbai,1448.0,2.0,94.57
Chennai,1697.0,2.0,95.3
Bangalore,1542.0,3.0,95.89
Hyderabad,,2.0,
Chennai,345.0,2.0,82.5
Jaipur,1383.0,,
Delhi,1931.0,3.0,103.25
Hyderabad,1629.0,3.0,93.97
Ahmedabad,1601.0,4.0,85.99
Hyderabad,1367.0,5.0,90.88
Kolkata,1658.0,2.0,82.53
Jaipur,1421.0,1.0,60.17
Chennai,601.0,4.0,89.61
Kolkata,1656.0,1.0,83.3
Hyderabad,955.0,2.0,85.02
Kolkata,1326.0,3.0,89.35
Lucknow,1595.0,3.0,61.79
Jaipur,1000.0,3.0,63.48
Pune,905.0,2.0,73.89
Delhi,1490.0,,
Hyderabad,854.0,4.0,91.04
Jaipur,1222.0,3.0,71.71
Pune,1751.0,2.0,86.68
Pune,1950.0,2.0,82.9
Bangalore,587.0,2.0,92.05
Kolkata,1212.0,3.0,85.5
Pune,1808.0,4.0,102.24
Lucknow,1140.0,4.0,68.25
Jaipur,1616.0,3.0,78.15
Mumbai,1646.0,4.0,113.56
Mumbai,1055.0,3.0,105.26
Hyderabad,1471.0,,
Ahmedabad,1495.0,5.0,81.99
Kolkata,1664.0,4.0,92.29
Ahmedabad,649.0,2.0,71.13
Pune,1817.0,4.0,109.95
Jaipur,1574.0,2.0,64.78
Hyderabad,847.0,3.0,82.34
Chennai,1248.0,3.0,84.49
Pune,1635.0,2.0,95.44
Kolkata,869.0,1.0,63.09
Mumbai,930.0,3.0,107.74
Bangalore,1307.0,4.0,92.92
Jaipur,1125.0,4.0,79.08
Delhi,1400.0,3.0,98.54
Ahmedabad,1629.0,4.0,81.31
Hyderabad,1408.0,4.0,81.15
Ahmedabad,1295.0,1.0,71.16
Jaipur,1631.0,2.0,61.68
Ahmedabad,1258.0,2.0,61.03
Jaipur,1001.0,,
Ahmedabad,1762.0,3.0,84.86
Lucknow,332.0,3.0,59.01
Chennai,1325.0,4.0,83.96
Pune,1154.0,3.0,79.33
Pune,930.0,3.0,85.74
Kolkata,1419.0,2.0,86.68
Delhi,1483.0,3.0,101.68
Delhi,968.0,3.0,90.08
Kolkata,741.0,,
Bangalore,777.0,5.0,93.03
Pune,2025.0,2.0,90.15
Bangalore,2069.0,2.0,96.37
Jaipur,1311.0,3.0,79.22
Jaipur,751.0,2.0,62.61
Mumbai,1241.0,4.0,109.74
Ahmedabad,419.0,3.0,65.85
Delhi,1425.0,4.0,98.72
Mumbai,902.0,2.0,101.15
Chennai,815.0,4.0,95.71
Kolkata,1691.0,3.0,81.93
Kolkata,1238.0,1.0,63.34
Jaipur,1646.0,2.0,65.83
Pune,1782.0,2.0,88.51
Bangalore,1264.0,3.0,95.19
Delhi,1297.0,2.0,82.18
Mumbai,1723.0,3.0,125.55
Bangalore,1084.0,3.0,101.39
Mumbai,1761.0,3.0,108.64
Ahmedabad,490.0,3.0,67.8
Chennai,1158.0,3.0,90.69
Chennai,1374.0,2.0,86.6
Bangalore,817.0,3.0,94.25
Bangalore,1447.0,2.0,90.06
Bangalore,1368.0,3.0,102.11
Mumbai,1007.0,3.0,108.11
Ahmedabad,991.0,2.0,68.09
Lucknow,951.0,3.0,62.13
Bangalore,673.0,1.0,81.83
Pune,1944.0,3.0,96.36
Delhi,1215.0,3.0,80.12
Delhi,758.0,2.0,77.56
Mumbai,1251.0,4.0,109.55
Bangalore,1395.0,4.0,101.09
Jaipur,972.0,2.0,58.13
Kolkata,1154.0,2.0,68.67
Lucknow,1821.0,2.0,68.18
Pune,832.0,2.0,84.99
Ahmedabad,1067.0,2.0,64.71
Jaipur,497.0,3.0,68.62
Chennai,2029.0,1.0,83.94
Jaipur,1563.0,1.0,71.06
Mumbai,1280.0,3.0,109.37
Lucknow,1012.0,2.0,58.15
Hyderabad,992.0,1.0,85.08
Hyderabad,1192.0,2.0,77.73
Bangalore,1498.0,2.0,95.68
Bangalore,874.0,3.0,97.77
Mumbai,1114.0,1.0,91.92
Ahmedabad,1642.0,5.0,83.13
Bangalore,1943.0,2.0,100.95
Kolkata,1517.0,3.0,86.9
Lucknow,1035.0,4.0,67.39
Mumbai,1237.0,1.0,99.28
Delhi,1464.0,3.0,97.72
Chennai,1183.0,3.0,82.2
Mumbai,1584.0,1.0,105.66
Mumbai,1007.0,3.0,100.0
Hyderabad,1945.0,2.0,91.3
Pune,1264.0,3.0,98.04
Ahmedabad,1047.0,2.0,70.25
Pune,1536.0,3.0,89.46
Kolkata,908.0,4.0,89.86
Delhi,1359.0,4.0,98.82
Hyderabad,1860.0,2.0,87.47
Delhi,813.0,2.0,88.83
Kolkata,1776.0,5.0,108.93
Pune,783.0,3.0,88.82
Mumbai,1628.0,2.0,108.7
Bangalore,921.0,2.0,85.73
Bangalore,1776.0,1.0,93.5
Jaipur,1069.0,3.0,75.49
Chennai,1157.0,2.0,82.38
Ahmedabad,924.0,2.0,75.82
Kolkata,335.0,2.0,78.27
Chennai,843.0,4.0,96.4
Ahmedabad,626.0,3.0,73.46
Chennai,483.0,2.0,70.96
Pune,1417.0,1.0,77.91
Ahmedabad,1909.0,3.0,81.47
Pune,2018.0,2.0,86.85
Mumbai,834.0,1.0,93.12
Hyderabad,1256.0,3.0,83.02
Pune,1765.0,2.0,91.96
Bangalore,775.0,2.0,86.09
Chennai,1781.0,4.0,101.34
Jaipur,1788.0,1.0,62.57
